Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
Hyundai,Mumbai,2010,55000,Petrol,Manual,Second,19.81,1086,68.05,5,1.59
Maruti,Kolkata,2016,4800,Petrol,Manual,First,20.51,998,67.04,5,3.6
Honda,Kochi,2017,38607,Petrol,Manual,Second,17.8,1497,117.3,5,7.87
Hyundai,Mumbai,2018,3958,Petrol,Manual,First,18.9,1197,81.86,5,5.55
Honda,Jaipur,2014,74000,Diesel,Manual,Second,25.1,1498,98.6,5,6.4
Maruti,Mumbai,2009,54540,Petrol,Manual,Third,17.5,1298,85.8,5,2.65
Maruti,Delhi,2015,58400,Petrol,Manual,First,17.5,1298,85.8,5,5.5
Mahindra,Kochi,2013,73648,Diesel,Manual,First,15.1,2179,140.0,7,7.31
Maruti,Jaipur,2016,83000,Diesel,Manual,First,28.09,1248,88.5,5,7.1
Hyundai,Kochi,2016,16159,Diesel,Manual,First,22.32,1582,126.32,5,7.83
Hyundai,Mumbai,2005,150000,Diesel,Manual,First,13.1,1493,82.0,5,0.85
Honda,Mumbai,2014,22100,Petrol,Manual,First,19.4,1198,86.8,5,3.55
Hyundai,Coimbatore,2017,35043,Petrol,Manual,First,17.19,1197,81.86,5,8.19
BMW,Pune,2018,24000,Diesel,Automatic,First,18.88,1995,184.0,5,28.0
Volkswagen,Chennai,2015,480000,Diesel,Automatic,First,16.96,1968,138.03,5,13.0
Volkswagen,Chennai,2011,70000,Petrol,Manual,Second,15.26,1598,103.5,5,3.29
Maruti,Pune,2015,13769,Petrol,Manual,Second,16.1,1197,85.0,5,4.41
Renault,Kolkata,2013,58000,Diesel,Manual,First,19.01,1461,108.45,5,4.99
BMW,Hyderabad,2009,58000,Diesel,Automatic,First,18.56,1995,190.0,5,17.98
Fiat,Coimbatore,2018,18705,Diesel,Manual,First,20.5,1248,91.72,5,7.71
Maruti,Delhi,2013,32378,Petrol,Manual,First,20.51,998,67.04,5,2.8
Chevrolet,Kolkata,2013,45000,Diesel,Manual,First,22.1,1248,76.9,5,3.0
Mahindra,Coimbatore,2015,36836,Diesel,Manual,First,15.1,2179,140.0,7,12.49
Tata,Kochi,2016,54199,Diesel,Manual,First,23.0,1248,88.8,5,5.0
BMW,Kochi,2017,36935,Diesel,Automatic,First,18.56,1995,190.0,5,32.64
Maruti,Chennai,2015,23000,Diesel,Manual,First,25.2,1248,74.0,5,6.5
BMW,Bangalore,2015,14000,Diesel,Automatic,First,18.12,1995,190.0,5,35.0
Tata,Chennai,2015,100073,Diesel,Manual,Second,25.0,1396,69.01,5,2.0
Mahindra,Kochi,2015,59182,Diesel,Manual,First,15.1,2179,140.0,7,9.46
Audi,Kochi,2016,72132,Diesel,Automatic,Second,12.07,2967,241.4,7,39.0
BMW,Hyderabad,2009,79000,Diesel,Automatic,First,18.48,1995,177.0,5,15.0
Hyundai,Coimbatore,2013,66930,Petrol,Manual,First,17.1,1591,121.3,5,6.15
Hyundai,Pune,2015,100000,Diesel,Automatic,Second,13.01,2199,194.3,7,14.5
Maruti,Kochi,2018,27413,Petrol,Automatic,First,20.51,998,67.0,5,5.18
Maruti,Pune,2007,90000,Petrol,Manual,Second,17.3,1061,64.0,5,1.24
Hyundai,Kolkata,2013,40300,Petrol,Manual,First,18.5,1197,82.85,5,2.8
Skoda,Kochi,2011,73783,Petrol,Automatic,Second,13.7,1798,157.75,5,5.23
Hyundai,Pune,2005,86000,Petrol,Manual,Second,15.3,1341,83.0,5,0.45
Maruti,Delhi,2014,65694,Petrol,Manual,First,18.9,998,67.1,5,3.25
Maruti,Kolkata,2015,23000,Petrol,Manual,First,16.8,796,34.2,5,1.5
Hyundai,Mumbai,2012,51000,Petrol,Manual,First,20.36,1197,78.9,5,2.85
Renault,Kochi,2018,18335,Petrol,Manual,First,21.7,999,67.0,5,4.5
Mercedes-Benz,Bangalore,2014,36000,Diesel,Automatic,First,15.0,2147,107.3,5,16.25
Volkswagen,Mumbai,2017,25000,Petrol,Automatic,First,17.21,1197,103.5,5,7.75
Mahindra,Bangalore,2007,81000,Diesel,Manual,Third,12.05,2179,120.0,8,4.35
Toyota,Kochi,2019,21719,Diesel,Automatic,First,12.9,2755,174.5,7,33.13
Chevrolet,Coimbatore,2013,75421,Diesel,Manual,First,25.44,936,56.3,5,3.63
Toyota,Delhi,2010,80000,Diesel,Manual,First,12.8,2494,102.0,8,4.75
Maruti,Kochi,2018,10671,Petrol,Manual,First,20.85,1197,83.14,5,6.51
Renault,Hyderabad,2018,4126,Petrol,Manual,First,21.7,999,67.0,5,4.8
Tata,Hyderabad,2017,98500,Diesel,Manual,First,22.95,1248,74.0,5,6.0
Hyundai,Coimbatore,2016,61578,Petrol,Manual,First,18.9,1197,82.0,5,6.4
Volkswagen,Ahmedabad,2014,54000,Diesel,Manual,First,20.34,1498,103.2,5,4.9
Audi,Coimbatore,2013,70998,Diesel,Automatic,First,17.68,1968,174.33,5,20.57
Maruti,Kolkata,2015,40082,Diesel,Manual,First,19.3,1248,73.9,5,4.76
Chevrolet,Kochi,2012,50619,Petrol,Manual,First,18.0,995,62.0,5,2.0
BMW,Coimbatore,2009,103905,Diesel,Automatic,First,22.69,1995,190.0,5,9.92
Hyundai,Kochi,2018,15334,Petrol,Manual,First,21.1,814,55.2,5,3.69
Maruti,Hyderabad,2013,69000,Diesel,Manual,First,23.4,1248,74.0,5,5.75
Volkswagen,Hyderabad,2014,75160,Diesel,Manual,First,20.14,1498,88.5,5,5.7
Honda,Coimbatore,2014,44753,Petrol,Manual,First,18.0,1198,86.7,5,4.94
Volkswagen,Kochi,2012,53024,Petrol,Automatic,First,14.4,1598,103.6,5,4.29
Maruti,Kolkata,2014,23840,Petrol,Manual,First,20.51,998,67.04,5,3.0
Volkswagen,Hyderabad,2014,81298,Diesel,Manual,First,20.14,1498,88.8,5,6.5
Volkswagen,Jaipur,2015,59000,Petrol,Manual,Second,16.47,1198,73.9,5,4.9
Honda,Kochi,2016,51806,Diesel,Manual,First,25.8,1498,98.6,5,5.4
Audi,Delhi,2014,56000,Diesel,Automatic,First,18.53,1968,187.74,5,24.0
Tata,Kochi,2019,29279,Diesel,Manual,First,24.7,1047,69.0,5,7.46
Volkswagen,Kochi,2017,33550,Diesel,Automatic,First,21.5,1498,108.5,5,9.6
Audi,Hyderabad,2014,62000,Diesel,Automatic,First,18.53,1968,187.74,5,25.0
Nissan,Hyderabad,2014,66000,Diesel,Manual,First,19.01,1461,108.5,5,6.8
Skoda,Coimbatore,2016,46630,Diesel,Automatic,First,21.66,1498,103.52,5,8.59
Ford,Hyderabad,2016,72566,Diesel,Manual,First,25.83,1498,99.0,5,5.29
Tata,Pune,2011,51482,Diesel,Manual,First,15.42,1405,70.0,8,2.5
Mercedes-Benz,Chennai,2011,90000,Diesel,Automatic,First,14.84,2143,167.62,5,13.9
Toyota,Jaipur,2014,69000,Diesel,Manual,Second,13.0,2982,168.5,7,20.0
Honda,Delhi,2011,90000,Petrol,Manual,Second,17.0,1497,118.0,5,3.4
Hyundai,Mumbai,2015,39000,Petrol,Manual,First,18.6,1197,81.83,5,5.5
Volkswagen,Hyderabad,2012,110000,Diesel,Manual,Second,20.54,1598,103.6,5,3.65
Ford,Kochi,2011,68022,Diesel,Manual,First,13.1,2499,141.0,7,5.86
Ford,Coimbatore,2018,27852,Petrol,Automatic,First,14.8,1497,121.36,5,10.44
Hyundai,Coimbatore,2011,68439,Diesel,Manual,First,23.0,1396,90.0,5,3.37
Toyota,Delhi,2011,150000,Diesel,Manual,First,12.99,2494,100.6,8,6.95
Tata,Mumbai,2018,14000,Diesel,Manual,First,21.5,1497,108.5,5,9.9
Ford,Hyderabad,2012,71558,Diesel,Manual,First,20.0,1399,68.05,5,3.3
Porsche,Delhi,2013,48000,Diesel,Automatic,Second,17.85,2967,300.0,4,50.5
Hyundai,Jaipur,2015,65800,Diesel,Automatic,First,17.01,1582,126.2,5,12.5
Audi,Hyderabad,2014,53000,Diesel,Automatic,First,16.55,1968,140.0,5,20.5
Mahindra,Kolkata,2017,14600,Diesel,Manual,First,16.0,2179,140.0,7,14.5
Isuzu,Jaipur,2017,34429,Diesel,Automatic,First,13.8,2999,174.57,7,20.0
Maruti,Delhi,2014,52000,Diesel,Manual,First,23.4,1248,74.0,5,5.25
Maruti,Kolkata,2015,25470,Petrol,Manual,First,20.73,1373,91.1,5,5.9
Hyundai,Pune,2013,22000,Petrol,Manual,First,21.1,814,55.2,5,2.6
Mercedes-Benz,Chennai,2007,75000,Diesel,Automatic,First,11.0,2987,198.5,5,11.0
BMW,Pune,2011,95995,Diesel,Automatic,First,18.48,1995,177.0,5,15.5
Hyundai,Jaipur,2017,26877,Diesel,Manual,First,24.0,1186,73.97,5,5.75
Jaguar,Hyderabad,2015,26000,Diesel,Automatic,First,14.47,2993,301.73,5,75.0
Maruti,Chennai,2007,140000,Diesel,Manual,Second,17.8,1248,75.0,5,2.0
Hyundai,Hyderabad,2008,95291,Petrol,Manual,First,17.92,1086,62.1,5,2.3
Toyota,Hyderabad,2009,135000,Diesel,Manual,Second,12.8,2494,102.0,8,8.2
Hyundai,Kolkata,2015,32000,Petrol,Manual,First,18.6,1197,81.83,5,4.8
Mercedes-Benz,Mumbai,2008,68333,Diesel,Automatic,Second,11.0,2987,198.5,5,8.5
Ford,Chennai,2011,72000,Diesel,Manual,First,20.0,1399,68.0,5,2.9
Toyota,Ahmedabad,2012,52100,Diesel,Manual,First,21.43,1364,86.79,5,6.5
Hyundai,Jaipur,2018,10000,Petrol,Manual,First,18.9,1197,81.86,5,5.85
Jeep,Coimbatore,2019,6261,Diesel,Manual,First,16.3,1956,170.0,5,23.91
Maruti,Coimbatore,2019,3906,Petrol,Automatic,First,20.89,1197,81.8,5,7.36
Toyota,Pune,2014,55960,Diesel,Manual,First,11.5,2982,171.0,7,17.25
Volkswagen,Jaipur,2013,144000,Diesel,Manual,First,20.54,1598,103.6,5,7.0
Toyota,Mumbai,2017,38000,Diesel,Manual,First,13.68,2393,147.8,7,17.65
Ford,Jaipur,2013,51000,Diesel,Manual,First,20.0,1399,68.1,5,2.5
Toyota,Hyderabad,2015,150000,Diesel,Manual,First,23.59,1364,67.05,5,6.0
Mahindra,Mumbai,2018,2500,Diesel,Manual,First,18.06,2523,63.0,7,8.25
Land,Kochi,2018,41661,Diesel,Automatic,First,12.7,2179,187.7,5,44.83
BMW,Delhi,2011,64000,Diesel,Automatic,First,16.07,1995,181.0,5,10.5
Hyundai,Bangalore,2008,80000,Petrol,Manual,Second,13.2,1495,94.0,5,1.9
Maruti,Jaipur,2016,30000,Petrol,Automatic,Second,23.1,998,67.04,5,4.25
Jaguar,Chennai,2014,43000,Diesel,Automatic,Second,16.36,2179,187.7,5,26.5
Audi,Bangalore,2013,90000,Diesel,Automatic,Second,12.4,2698,179.5,5,22.5
Nissan,Hyderabad,2011,123880,Diesel,Manual,First,23.08,1461,63.1,5,3.3
Honda,Jaipur,2015,42000,Petrol,Manual,Second,18.0,1198,86.7,5,4.3
Renault,Chennai,2012,79824,Diesel,Manual,First,19.87,1461,83.8,5,5.25
Toyota,Jaipur,2015,75000,Diesel,Manual,First,12.99,2494,100.6,8,11.75
Honda,Ahmedabad,2014,72411,Petrol,Manual,First,18.0,1198,86.7,5,4.25
Mercedes-Benz,Delhi,2012,63000,Diesel,Automatic,First,14.94,2143,204.0,5,14.22
Toyota,Chennai,2015,53713,Petrol,Manual,First,17.71,1197,78.9,5,4.2
Toyota,Delhi,2017,18000,Diesel,Automatic,First,11.36,2755,171.5,8,18.25
Mercedes-Benz,Bangalore,2013,51000,Diesel,Manual,First,15.8,2148,170.0,5,18.5
Maruti,Chennai,2008,86700,Petrol,Manual,Second,16.1,1298,88.2,5,2.4
Maruti,Kolkata,2016,29000,Diesel,Manual,First,27.39,1248,74.0,5,6.5
Hyundai,Hyderabad,2014,56000,LPG,Manual,First,13.45,1086,62.1,5,3.2
Maruti,Mumbai,2015,33000,Petrol,Automatic,First,23.1,998,67.04,5,3.99
Ford,Kochi,2014,64394,Diesel,Manual,First,22.7,1498,89.84,5,5.45
Tata,Hyderabad,2010,76000,Diesel,Manual,First,18.8,1248,90.0,5,2.7
Honda,Mumbai,2016,48719,Diesel,Manual,First,27.3,1498,98.6,5,6.25
Mahindra,Coimbatore,2016,59711,Diesel,Manual,First,15.1,2179,140.0,7,13.28
Nissan,Hyderabad,2012,83000,Diesel,Manual,First,23.08,1461,63.1,5,3.7
Mercedes-Benz,Coimbatore,2018,10714,Diesel,Automatic,First,19.27,2143,167.62,5,39.51
Tata,Hyderabad,2010,127510,Diesel,Manual,Second,19.0,1248,90.0,5,1.4
Maruti,Kolkata,2014,35010,Diesel,Manual,First,22.9,1248,74.0,5,3.5
Maruti,Jaipur,2012,75451,Petrol,Manual,First,17.5,1197,85.8,5,3.78
Tata,Pune,2015,83000,Diesel,Manual,First,19.09,1405,69.01,5,2.7
Honda,Kolkata,2013,38755,Diesel,Manual,First,25.8,1498,98.6,5,3.2
Maruti,Delhi,2016,30000,Petrol,Manual,First,20.4,1197,81.8,5,5.0
Maruti,Chennai,2012,40000,Diesel,Manual,First,20.77,1248,88.8,7,7.0
Hyundai,Kolkata,2014,19500,Petrol,Manual,Second,18.9,1197,82.0,5,2.85
Nissan,Ahmedabad,2016,41000,Petrol,Manual,First,19.69,1198,67.04,5,4.25
Hyundai,Bangalore,2014,30000,Petrol,Manual,Second,18.9,1197,82.0,5,4.9
Jeep,Hyderabad,2017,37000,Diesel,Manual,First,17.1,1956,170.0,5,16.9
Volkswagen,Delhi,2014,62000,Diesel,Manual,Second,22.07,1199,73.9,5,4.25
Honda,Pune,2015,42023,Petrol,Automatic,First,15.5,1198,86.7,5,4.34
BMW,Kolkata,2012,51001,Diesel,Automatic,First,16.09,1995,184.0,5,17.0
BMW,Kochi,2017,55389,Diesel,Automatic,First,18.88,1995,184.0,5,28.45
Honda,Kochi,2014,46728,Petrol,Automatic,First,15.6,1497,116.3,5,6.15
Mahindra,Kochi,2014,58995,Diesel,Manual,First,12.83,2696,162.0,7,9.25
Maruti,Delhi,2015,37857,Diesel,Manual,First,26.59,1248,74.0,5,4.85
Maruti,Jaipur,2014,71000,Diesel,Manual,First,25.2,1248,74.0,5,4.8
Honda,Pune,2012,49024,Petrol,Manual,First,18.4,1198,86.8,5,2.3
Hyundai,Mumbai,2016,10770,Petrol,Manual,First,18.9,1197,82.0,5,4.75
Tata,Pune,2017,72000,Diesel,Manual,First,22.95,1248,74.0,5,5.0
Hyundai,Jaipur,2015,91000,Petrol,Manual,First,21.1,814,55.2,5,2.5
Hyundai,Mumbai,2017,14000,Petrol,Manual,First,18.6,1197,81.83,5,5.95
Volvo,Delhi,2014,48000,Diesel,Automatic,Second,9.0,1984,181.0,5,16.0
Ford,Delhi,2014,75136,Diesel,Manual,First,22.7,1498,89.84,5,6.15
Maruti,Hyderabad,2014,32500,Petrol,Manual,Second,21.1,1197,85.8,5,4.05
Hyundai,Hyderabad,2010,94500,Diesel,Manual,Second,21.9,1396,90.0,5,3.1
Maruti,Hyderabad,2013,34900,Petrol,Manual,First,22.0,1197,81.8,5,5.49
Porsche,Coimbatore,2010,42400,Petrol,Automatic,Third,8.0,4806,394.3,4,42.91
Maruti,Jaipur,2015,50000,Diesel,Manual,First,17.8,1248,75.0,5,5.7
Honda,Kolkata,2014,35000,Petrol,Manual,First,19.4,1198,86.8,5,2.85
Chevrolet,Bangalore,2012,37000,Petrol,Manual,Second,18.6,1199,79.4,5,2.35
Hyundai,Coimbatore,2018,32807,Petrol,Automatic,First,13.0,1591,121.3,5,14.76
Honda,Pune,2008,119000,Petrol,Manual,Second,17.7,1497,78.0,5,2.25
Maruti,Mumbai,2016,12000,Petrol,Manual,First,18.5,1197,85.8,5,3.65
Ford,Delhi,2016,46727,Diesel,Manual,First,22.77,1498,98.59,5,7.25
BMW,Hyderabad,2010,73336,Diesel,Automatic,First,13.2,1995,170.0,5,10.69
Hyundai,Mumbai,2014,9000,Petrol,Manual,Second,17.01,1591,121.3,5,5.5
Toyota,Chennai,2005,240000,Diesel,Manual,Fourth & Above,12.8,2494,102.0,8,5.1
Maruti,Mumbai,2014,25422,Petrol,Manual,First,22.5,998,67.04,5,3.25
Maruti,Mumbai,2018,14000,Diesel,Manual,First,25.47,1248,88.5,7,9.25
Maruti,Hyderabad,2008,66000,Petrol,Manual,First,19.7,796,46.3,5,1.7
Maruti,Kochi,2010,55324,Petrol,Manual,First,19.0,998,66.1,5,2.87
BMW,Bangalore,2009,90000,Diesel,Automatic,First,11.0,2993,235.0,5,17.75
Mahindra,Kolkata,2017,43000,Petrol,Manual,First,18.15,1198,82.0,5,4.5
Hyundai,Bangalore,2008,58483,Petrol,Automatic,Second,19.2,1197,80.0,5,2.95
Honda,Pune,2007,93000,Petrol,Automatic,Second,12.9,1799,130.0,5,2.6
Hyundai,Hyderabad,2010,50000,Petrol,Manual,First,20.36,1197,78.9,5,3.0
Mercedes-Benz,Ahmedabad,2014,78616,Diesel,Automatic,Second,14.84,2143,170.0,5,15.5
Toyota,Pune,2011,37000,Petrol,Manual,First,17.6,1496,88.73,5,2.8
Honda,Kolkata,2010,54801,Petrol,Manual,First,17.0,1497,118.0,5,2.5
Maruti,Bangalore,2014,29000,Diesel,Manual,First,23.4,1248,74.0,5,5.75
Maruti,Pune,2010,68000,Petrol,Manual,First,22.0,1197,81.8,5,2.8
Hyundai,Kolkata,2014,58000,Petrol,Manual,First,17.01,1591,121.3,5,4.59
Maruti,Pune,2012,64290,Diesel,Manual,First,23.2,1248,73.94,5,3.65
Toyota,Mumbai,2015,31000,Diesel,Manual,First,13.0,2982,168.5,7,19.85
Jeep,Pune,2018,16039,Diesel,Manual,First,17.1,1956,170.0,5,18.5
Hyundai,Hyderabad,2017,19860,Petrol,Manual,First,18.6,1197,81.83,5,6.95
Maruti,Delhi,2014,48500,CNG,Manual,Second,26.6,998,58.16,5,2.85
Tata,Jaipur,2012,75391,Diesel,Manual,First,13.93,2179,138.0,7,3.75
Maruti,Jaipur,2008,78000,Diesel,Manual,Second,19.3,1248,73.9,5,2.3
Tata,Kolkata,2016,78000,Diesel,Manual,First,25.0,1396,69.01,5,2.3
Maruti,Hyderabad,2016,52000,Diesel,Manual,First,28.4,1248,74.0,5,5.95
Maruti,Kolkata,2016,30000,Petrol,Automatic,First,23.1,998,67.04,5,3.49
BMW,Coimbatore,2016,19254,Diesel,Automatic,First,14.69,2993,258.0,5,47.7
Volkswagen,Coimbatore,2015,29651,Petrol,Manual,First,16.47,1198,74.0,5,6.43
Tata,Bangalore,2011,80000,Diesel,Manual,First,13.93,2179,138.03,7,4.5
Mini,Kolkata,2018,2971,Petrol,Automatic,First,13.6,1598,181.0,4,39.75
Ford,Kolkata,2015,21400,Petrol,Manual,First,15.6,1196,70.0,5,4.0
Honda,Ahmedabad,2015,77000,Diesel,Manual,First,26.0,1498,98.6,5,6.98
Hyundai,Delhi,2006,80000,Diesel,Manual,Second,12.6,1991,112.0,7,1.75
Skoda,Delhi,2013,81755,Diesel,Manual,First,20.0,1968,108.5,5,4.75
Toyota,Hyderabad,2016,99593,Diesel,Manual,First,11.5,2982,171.0,7,23.5
Hyundai,Hyderabad,2014,39791,Diesel,Manual,First,22.32,1582,126.32,5,7.49
Mahindra,Hyderabad,2015,113000,Diesel,Manual,First,15.1,2179,140.0,7,10.85
Renault,Mumbai,2017,24000,Petrol,Manual,First,25.17,799,53.3,5,3.5
Hyundai,Bangalore,2015,39000,Petrol,Manual,Second,18.6,1197,81.83,5,6.3
Honda,Bangalore,2012,37000,Petrol,Automatic,First,15.6,1497,116.3,5,6.75
Ford,Coimbatore,2017,61108,Diesel,Automatic,First,10.91,3198,197.0,7,28.88
Skoda,Kochi,2016,61648,Petrol,Automatic,First,13.7,1798,157.75,5,14.23
BMW,Mumbai,2012,37000,Diesel,Automatic,Third,22.69,1995,190.0,5,15.0
Maruti,Mumbai,2013,53000,CNG,Manual,First,22.8,1373,80.9,7,5.8
Maruti,Jaipur,2013,65000,Diesel,Manual,First,23.2,1248,73.94,5,3.75
Toyota,Jaipur,2011,148009,Diesel,Manual,Second,11.5,2982,171.0,7,12.75
Maruti,Mumbai,2009,53001,Petrol,Manual,First,16.1,1298,88.2,5,1.95
Tata,Mumbai,2018,22345,Petrol,Manual,First,20.3,1199,84.0,5,4.95
Honda,Delhi,2015,50000,Petrol,Automatic,First,18.0,1497,117.3,5,8.25
BMW,Hyderabad,2013,48183,Diesel,Automatic,First,13.2,1995,170.0,5,20.99
Mercedes-Benz,Hyderabad,2010,93000,Diesel,Automatic,Second,14.21,2143,203.0,5,17.5
Maruti,Kochi,2015,53500,Diesel,Manual,First,28.4,1248,74.0,5,5.36
Maruti,Delhi,2014,17585,Petrol,Manual,First,16.02,1373,93.7,7,6.35
Hyundai,Kolkata,2011,36226,Petrol,Manual,First,17.01,1591,121.3,5,2.95
Land,Coimbatore,2019,25899,Diesel,Automatic,First,12.63,2179,147.5,5,55.7
Hyundai,Kolkata,2009,60170,Petrol,Manual,First,0.0,1086,62.0,5,1.15
Mercedes-Benz,Hyderabad,2017,11200,Diesel,Automatic,First,19.27,2143,167.62,5,37.5
Hyundai,Kochi,2017,49045,Petrol,Manual,First,20.36,1197,78.9,5,4.07
Volkswagen,Kolkata,2012,45000,Diesel,Manual,First,22.07,1199,73.9,5,2.99
Maruti,Delhi,2017,40000,Diesel,Manual,First,24.3,1248,88.5,5,7.9
Renault,Mumbai,2016,36600,Diesel,Manual,First,19.87,1461,83.8,5,7.49
Tata,Jaipur,2009,117000,Diesel,Manual,First,18.0,1248,75.0,5,1.1
Mercedes-Benz,Delhi,2016,16000,Diesel,Automatic,First,11.3,2987,254.8,7,56.0
Hyundai,Mumbai,2016,50000,Diesel,Manual,First,25.4,1186,73.97,5,3.5
Hyundai,Hyderabad,2008,150000,Diesel,Manual,First,18.1,1493,110.0,5,3.0
Hyundai,Mumbai,2014,11000,Petrol,Manual,First,17.01,1591,121.3,5,6.1
Ford,Bangalore,2010,102016,Petrol,Manual,First,15.6,1196,70.0,5,2.25
Maruti,Chennai,2016,38000,Diesel,Manual,First,25.2,1248,74.0,5,5.95
Renault,Hyderabad,2013,71491,Diesel,Manual,First,23.08,1461,63.12,5,4.95
Volkswagen,Bangalore,2015,46354,Petrol,Manual,Second,16.47,1198,74.0,5,5.49
BMW,Delhi,2019,87000,Diesel,Automatic,First,22.69,1995,190.0,5,6.67
Skoda,Ahmedabad,2015,20765,Petrol,Manual,First,15.0,1598,103.52,5,6.25
Audi,Coimbatore,2014,51076,Diesel,Automatic,First,12.07,2967,241.4,7,34.88
Maruti,Jaipur,2016,84085,Diesel,Manual,First,26.21,1248,88.5,5,6.9
Honda,Kolkata,2014,55000,Diesel,Manual,First,25.1,1498,98.6,5,5.99
Mercedes-Benz,Mumbai,2010,73000,Petrol,Automatic,First,10.93,3498,272.0,5,10.4
Audi,Pune,2012,50001,Diesel,Automatic,First,14.57,2967,241.38,5,29.0
Mahindra,Coimbatore,2016,93166,Diesel,Manual,Second,14.02,2179,118.3,7,5.85
Honda,Kochi,2006,99583,Petrol,Automatic,Third,12.0,1493,100.0,5,2.21
Maruti,Mumbai,2010,72000,Petrol,Manual,First,15.5,1586,103.3,5,2.4
Toyota,Pune,2009,70000,Petrol,Manual,Third,14.53,1798,138.1,5,3.0
Volkswagen,Pune,2012,61000,Petrol,Automatic,Second,14.4,1598,103.6,5,3.75
Hyundai,Pune,2015,66510,Petrol,Manual,First,21.1,814,55.2,5,2.95
Skoda,Hyderabad,2011,84062,Diesel,Manual,First,20.0,1968,108.5,5,5.8
Maruti,Hyderabad,2012,80799,Diesel,Manual,First,22.9,1248,74.0,5,4.9
Toyota,Kolkata,2018,5000,Petrol,Automatic,First,14.28,1798,138.03,5,16.95
Toyota,Hyderabad,2013,92000,Diesel,Manual,First,12.99,2494,100.0,8,12.5
Tata,Hyderabad,2017,53000,Diesel,Manual,First,27.28,1047,69.0,5,5.0
Skoda,Mumbai,2015,39822,Petrol,Manual,First,15.41,1598,103.52,5,4.68
Ford,Mumbai,2016,29000,Diesel,Automatic,First,10.91,3198,197.0,7,29.8
Renault,Kochi,2017,24214,Petrol,Manual,Second,25.17,799,53.3,5,3.46
Hyundai,Pune,2012,75000,Diesel,Manual,First,23.0,1396,90.0,5,4.0
Skoda,Chennai,2012,77216,Diesel,Manual,Second,17.5,1896,106.0,5,4.5
Toyota,Kochi,2013,74290,Diesel,Manual,First,21.43,1364,87.2,5,5.87
Mahindra,Delhi,2015,61000,Diesel,Manual,First,15.4,2179,120.0,8,9.5
Audi,Chennai,2013,44000,Diesel,Automatic,First,14.16,1968,174.3,5,32.5
Chevrolet,Coimbatore,2014,74041,Diesel,Manual,First,18.2,1248,73.8,8,3.88
BMW,Coimbatore,2013,85846,Diesel,Automatic,First,22.69,1995,190.0,5,13.08
Nissan,Delhi,2012,52000,Diesel,Manual,First,21.64,1461,84.8,5,3.5
Honda,Mumbai,2010,47000,Petrol,Manual,Second,12.8,2354,177.6,5,3.5
Hyundai,Bangalore,2010,72010,Diesel,Manual,First,16.8,1493,110.0,5,4.45
Maruti,Jaipur,2015,15000,Petrol,Manual,First,16.8,796,34.2,8,2.35
Honda,Kolkata,2015,480000,Petrol,Manual,First,17.4,1497,117.3,5,5.0
Audi,Kolkata,2012,24720,Diesel,Automatic,Second,0.0,2967,241.4,5,28.0
Ford,Chennai,2007,75000,Petrol,Manual,Second,16.6,1388,68.0,5,2.0
Hyundai,Mumbai,2015,57000,Diesel,Manual,First,22.54,1396,88.73,5,6.35
Mercedes-Benz,Kochi,2015,41057,Diesel,Automatic,First,13.0,2143,201.1,5,24.63
Maruti,Pune,2012,92000,CNG,Manual,Second,26.2,998,58.2,5,3.0
Ford,Chennai,2016,20000,Diesel,Manual,First,22.77,1498,98.59,5,7.9
Hyundai,Mumbai,2011,52359,Petrol,Manual,First,18.5,1197,80.0,5,3.25
Honda,Delhi,2016,17000,Petrol,Manual,Second,17.8,1497,117.3,5,8.25
Nissan,Kolkata,2011,39002,Diesel,Manual,First,23.08,1461,63.1,5,2.85
Ford,Pune,2010,129986,Diesel,Manual,Second,20.0,1399,68.0,5,3.2
Nissan,Kolkata,2013,45000,Petrol,Manual,First,18.44,1198,75.0,5,1.75
Honda,Ahmedabad,2009,82002,Petrol,Manual,Second,12.8,2354,177.6,5,5.75
Skoda,Mumbai,2010,67000,Petrol,Automatic,First,13.7,1798,157.75,5,4.7
Maruti,Hyderabad,2017,21260,Petrol,Manual,First,14.0,796,35.0,5,2.9
Hyundai,Ahmedabad,2012,55362,Diesel,Manual,First,21.9,1396,88.8,5,4.25
Hyundai,Chennai,2017,13000,Diesel,Automatic,First,17.01,1582,126.2,5,14.5
Maruti,Kochi,2016,45725,Diesel,Manual,First,25.2,1248,74.0,5,5.34
Maruti,Jaipur,2014,105000,Diesel,Manual,First,25.2,1248,74.0,5,3.85
Toyota,Hyderabad,2009,156056,Diesel,Manual,First,12.8,2494,102.0,8,8.5
Hyundai,Mumbai,2016,135000,Diesel,Manual,First,24.4,1120,71.0,5,4.2
Maruti,Delhi,2016,67000,Diesel,Manual,First,20.77,1248,88.7,7,6.75
Ford,Jaipur,2016,90000,Diesel,Automatic,First,10.91,3198,197.2,7,26.0
Hyundai,Coimbatore,2019,32251,Diesel,Manual,First,22.54,1396,88.73,5,8.61
Maruti,Mumbai,2009,47000,Petrol,Manual,First,19.0,998,67.1,5,1.46
Maruti,Mumbai,2011,75308,Diesel,Manual,Second,21.1,1248,73.9,5,2.8
Maruti,Kochi,2018,44202,CNG,Manual,First,32.26,998,58.2,4,4.0
